26+72	57+74,80+23,62+48,88+46,27+13,47+70,57+81,28+84,17+35,52+65,15+14,65+51,38+47,48+38,31+72,37+55,36+61,74+80,58+24,65+77,28+35,44+52,76+66,48+41,66+45,56+46,34+82,33+64,35+55,45+35,40+88,80+17
42+56	31+74,60+33,28+67,73+85,76+85,54+73,66+25,25+64,47+22,82+45,73+40,43+63,14+36,23+81,41+64,48+26,77+82,80+18,38+63,53+26,60+70,85+47,81+43,24+37,68+72,68+62,48+38,42+27,74+17,24+88,45+73,17+68
51+81	87+56,33+38,58+63,40+85,32+61,72+77,74+18,40+51,62+50,66+28,46+63,88+28,74+62,16+14,70+23,65+64,51+77,72+71,65+62,47+70,85+27,84+28,18+21,11+81,50+61,87+74,47+62,88+68,43+63,67+45,72+56,57+68
67+30	82+41,37+17,63+76,37+36,27+73,75+46,27+14,47+80,48+24,51+65,64+73,62+28,36+15,78+34,70+85,60+40,72+74,84+52,30+72,26+23,37+23,62+46,78+83,52+63,32+87,66+61,68+62,80+36,71+22,72+57,38+12,26+25
58+85	68+38,35+75,70+32,87+52,66+45,77+56,12+28,16+45,62+83,48+41,86+37,34+46,36+38,42+87,36+46,64+38,37+80,36+83,18+13,87+41,13+37,62+62,73+40,40+75,55+80,82+82,13+16,50+87,48+18,15+46,16+53,74+32
28+48	18+17,81+27,30+84,85+72,88+28,88+52,73+35,64+26,61+18,12+17,83+73,73+70,18+88,85+73,26+36,48+81,84+82,44+28,81+87,53+73,57+43,22+71,67+84,88+15,83+20,63+32,64+63,41+56,76+43,36+18,35+65,26+66
62+80	63+55,52+55,52+56,64+75,88+20,24+48,44+84,14+38,88+60,62+88,86+70,70+74,58+48,82+65,67+32,37+26,66+57,32+48,61+64,43+64,65+24,73+47,33+68,18+81,44+52,85+18,40+70,54+16,81+42,76+82,38+61,54+53
76+83	77+46,83+48,63+48,15+18,37+68,62+55,15+47,77+56,71+88,82+62,22+48,84+64,71+66,53+87,78+65,56+41,75+56,27+58,81+55,64+18,48+37,81+64,81+17,46+27,44+54,46+58,37+82,76+13,74+44,82+58,50+40,57+75
45+53	86+35,70+48,87+13,80+46,75+54,66+72,82+60,52+42,55+56,54+63,84+26,76+72,25+34,73+53,86+33,45+36,27+72,87+41,63+43,28+46,41+50,75+41,65+57,62+77,67+81,58+71,71+76,83+53,14+47,75+40,51+47,36+71
34+25	55+40,58+50,43+16,64+61,56+82,65+25,17+28,27+47,80+12,43+47,88+25,66+78,53+85,75+82,35+46,78+73,86+73,52+73,67+41,85+81,30+75,80+30,44+47,75+64,61+66,54+66,16+57,34+76,13+16,28+64,65+58,55+82
73+24	21+38,60+36,72+23,34+76,24+58,16+57,53+86,61+36,55+81,75+74,64+82,56+73,30+61,68+17,70+70,15+44,72+87,12+17,58+34,11+48,75+46,58+58,26+63,15+78,50+66,70+28,66+81,25+27,77+72,46+35,57+25,67+60
24+25	68+78,42+57,66+32,27+25,54+86,57+70,31+84,70+81,62+47,38+56,18+18,67+12,61+87,55+52,18+68,43+54,66+67,26+74,54+40,26+65,36+74,28+78,75+76,10+81,86+11,43+78,58+61,13+16,85+73,53+47,38+53,78+62
74+48	46+64,27+43,88+64,15+34,82+63,24+65,58+12,31+61,38+80,24+17,86+24,55+78,52+72,71+65,60+78,57+81,47+26,62+38,15+47,62+47,18+62,74+16,87+13,41+67,81+45,35+57,83+55,47+50,44+50,20+74,47+24,48+78
34+71	47+71,53+18,74+28,74+82,87+46,28+65,23+68,18+67,57+22,70+51,24+67,65+85,31+61,22+80,54+82,50+83,47+42,64+25,14+84,44+51,58+86,85+45,86+58,37+85,77+62,37+64,88+84,45+75,85+24,77+36,82+81,66+55
64+17	28+76,58+62,65+35,12+37,71+42,24+83,54+84,57+74,54+88,88+56,40+53,80+22,73+27,36+36,35+68,54+43,87+68,85+17,43+70,53+68,82+56,87+27,45+74,47+74,61+78,68+40,48+67,22+84,76+45,37+43,26+66,51+57
64+46	30+66,22+58,64+72,48+82,40+71,65+37,70+31,63+34,38+46,71+67,72+70,34+64,64+77,30+71,58+45,86+51,65+30,46+65,17+53,18+41,31+64,83+42,87+34,56+26,41+53,80+33,73+44,63+81,80+32,33+60,75+62,12+57
35+34	47+27,43+55,17+17,31+78,28+34,36+33,14+85,48+28,38+43,32+73,86+88,54+75,36+63,51+70,58+16,57+46,33+74,25+15,16+28,28+38,73+22,68+83,25+82,84+66,58+75,26+36,56+85,37+32,78+84,58+51,18+71,57+24
27+46	66+75,55+76,54+58,27+23,27+48,11+84,75+21,53+16,61+77,41+60,68+45,48+68,77+27,35+56,75+30,60+73,67+33,83+57,15+64,28+78,78+46,83+32,64+76,73+27,20+81,85+65,47+16,86+77,58+71,86+20,23+68,44+27
56+46	75+62,61+18,56+78,53+76,85+42,25+81,51+18,87+56,74+48,24+82,63+18,68+57,71+62,47+72,75+76,83+80,83+75,82+21,18+14,83+88,68+11,43+60,48+64,65+57,86+18,36+14,43+57,63+43,53+44,48+21,62+70,60+86
62+66	88+55,23+80,60+80,28+55,72+35,87+33,63+62,68+81,68+23,12+78,62+75,87+30,46+70,51+68,71+77,84+26,54+75,87+18,16+65,70+70,52+87,63+34,80+53,42+81,15+36,38+62,37+24,58+37,87+32,81+47,48+80,76+24
56+44	65+83,78+72,65+61,38+77,31+38,81+51,28+16,80+30,85+62,73+36,60+70,88+43,22+83,40+88,86+58,75+25,33+87,26+17,85+23,80+51,31+82,74+74,43+51,16+66,80+53,52+87,31+68,54+88,67+81,26+87,65+72,34+81
54+36	35+82,47+80,76+21,46+37,40+86,77+31,65+63,82+70,28+12,84+33,11+81,58+17,48+78,53+40,53+83,63+17,53+76,34+65,34+75,61+43,84+75,73+53,73+50,88+63,11+85,60+48,57+62,11+80,61+58,55+73,86+70,76+54
20+86	65+65,18+48,88+10,37+61,86+50,85+13,38+70,52+66,43+47,30+60,87+23,53+51,61+66,16+24,35+82,64+28,83+50,35+78,18+13,55+87,81+73,36+78,51+76,40+81,48+27,58+78,83+34,58+17,31+85,85+28,15+81,28+83
82+57	27+76,48+72,17+64,26+75,31+71,82+55,54+28,87+16,77+60,74+84,28+21,62+30,87+61,18+72,85+44,76+60,18+34,38+68,26+68,67+80,68+65,55+77,55+80,81+15,18+51,71+34,47+75,76+86,46+17,76+24,87+58,65+70
63+56	55+83,24+26,65+83,50+88,65+28,35+27,63+84,53+84,62+77,48+23,73+67,42+18,61+54,30+72,15+54,65+76,40+75,37+46,48+81,33+38,88+15,84+32,81+88,43+50,66+54,23+48,47+53,54+61,72+32,24+45,48+27,60+45
48+77	15+82,73+33,23+86,53+47,44+26,61+32,82+40,48+13,87+22,34+63,30+73,84+37,88+21,34+80,65+30,73+72,37+68,71+48,36+85,16+74,45+65,37+54,53+71,12+80,48+63,63+28,71+52,66+30,34+82,88+10,16+18,45+38
81+21	84+82,76+81,57+18,17+26,54+75,68+85,47+70,71+22,47+54,35+76,78+56,68+32,21+77,25+14,16+85,68+53,26+28,66+18,16+36,87+86,46+61,18+45,85+25,26+74,25+68,42+65,71+36,45+38,42+84,42+62,28+75,41+62
22+87	86+63,74+28,84+10,30+64,53+86,67+25,64+18,77+21,33+85,83+51,56+40,75+37,82+85,43+53,62+76,56+68,53+36,88+32,76+45,74+84,45+61,68+17,32+86,84+82,82+12,82+35,85+68,42+76,50+48,51+63,80+60,73+57
27+24	24+74,63+54,65+74,13+46,65+40,15+34,87+73,25+27,88+88,70+46,21+68,34+28,82+53,81+37,38+37,14+46,57+41,14+47,53+66,54+68,53+56,78+87,42+62,31+67,55+86,67+22,88+46,82+75,72+80,86+63,46+60,82+76
63+71	83+16,28+57,15+45,15+15,28+26,36+35,28+35,48+17,38+21,40+55,63+82,14+16,28+51,75+52,13+67,61+48,54+86,70+21,71+65,38+74,46+88,27+57,24+47,76+63,63+61,37+23,58+36,86+15,70+50,80+32,85+68,41+84
58+23	30+73,28+38,85+28,83+14,63+62,43+58,30+68,87+28,38+35,80+78,57+35,70+31,73+88,63+40,48+83,27+14,47+53,14+47,71+55,85+70,18+78,48+82,33+26,22+48,25+68,25+67,17+68,71+23,62+60,41+65,62+45,76+16
13+78	63+55,25+16,65+48,53+76,80+88,67+46,72+25,37+38,55+27,41+87,17+68,82+45,77+20,74+43,47+22,37+16,77+72,68+61,52+46,38+22,15+67,65+27,14+36,84+32,17+18,80+62,46+43,66+88,63+31,82+37,22+71,46+65
14+65	80+62,20+88,46+64,27+18,13+83,20+81,78+45,74+17,74+15,72+33,33+36,84+22,27+83,34+16,75+83,85+68,70+46,17+13,48+82,23+67,18+61,34+75,37+35,80+67,44+70,66+60,68+76,84+31,36+57,72+21,18+13,67+33
65+76	32+76,33+87,54+66,72+80,57+28,62+82,48+26,73+57,38+18,38+76,74+62,81+56,70+56,72+75,80+57,51+41,46+84,66+75,77+44,44+38,18+28,16+74,52+60,33+70,73+88,22+28,65+32,54+40,87+47,88+50,68+50,68+60
73+35	36+24,78+16,64+72,35+83,85+12,86+17,87+46,67+78,66+88,76+42,52+43,88+62,63+84,84+41,35+75,83+53,78+26,27+68,33+62,38+67,76+63,42+50,87+58,87+84,18+15,16+16,82+34,76+72,58+77,44+62,38+21,54+66
80+24	33+76,18+25,60+68,87+77,51+55,63+76,30+62,17+82,65+83,30+66,80+14,33+18,50+73,21+58,31+67,40+56,26+84,56+76,77+48,65+55,12+48,67+41,24+18,17+23,84+35,45+80,48+60,88+70,63+65,63+71,64+37,45+46
81+72	57+41,42+62,68+77,72+46,46+57,15+86,48+21,64+86,57+46,86+41,44+38,80+55,18+21,66+43,76+22,23+82,35+55,77+60,25+34,53+41,26+71,51+83,16+44,51+62,14+26,45+62,81+26,36+84,80+41,85+88,62+45,38+85
71+46	47+24,41+61,77+12,32+71,43+37,84+13,55+71,37+45,27+87,56+23,74+53,72+61,51+47,45+35,86+11,86+71,61+80,62+37,58+60,25+28,27+16,45+15,85+26,84+48,61+78,71+81,60+43,63+33,41+56,44+45,34+64,48+31
36+44	15+27,23+26,85+74,85+71,46+63,88+48,80+81,36+87,45+58,12+37,77+83,37+71,56+74,24+71,82+71,80+27,37+17,43+70,53+48,51+72,71+48,73+34,34+15,32+76,55+14,48+87,84+13,17+85,36+47,75+64,18+35,26+37
71+56	83+23,12+84,36+84,56+54,60+40,83+80,62+80,85+42,88+55,43+38,34+74,16+74,51+51,33+75,74+38,32+71,60+77,77+72,43+75,55+41,61+18,53+43,85+88,60+51,84+73,41+83,18+88,44+62,87+60,57+73,57+32,74+50
80+78	28+62,76+40,16+66,62+42,25+38,24+68,61+62,72+20,67+68,66+32,62+70,28+82,42+54,48+31,18+80,45+70,55+85,44+52,28+85,75+83,43+68,36+35,27+47,73+50,54+27,61+34,45+73,61+80,63+72,61+46,86+44,32+64
32+18	76+45,58+70,28+21,32+83,41+68,80+34,43+65,52+62,73+25,77+75,75+75,11+58,73+64,77+13,64+46,37+87,14+81,65+88,74+85,50+52,63+33,67+72,83+28,10+85,41+66,67+83,87+22,77+71,20+86,61+54,78+26,55+74
77+32	28+27,66+33,81+21,67+60,60+54,86+15,28+41,63+30,85+78,58+76,51+72,85+61,88+10,55+71,38+80,56+52,82+84,81+26,66+16,64+78,13+77,48+84,68+26,47+50,68+30,64+26,28+12,37+61,36+56,70+32,58+55,27+54
81+58	50+88,64+42,75+15,84+81,16+83,64+38,88+21,85+33,25+77,27+57,66+30,82+64,15+17,82+66,83+48,81+18,62+82,61+70,38+31,32+82,67+52,48+54,74+42,56+82,27+85,45+18,15+76,36+35,61+30,78+80,13+76,55+54
80+83	42+52,43+72,41+88,74+71,75+74,68+26,76+85,73+71,43+27,88+42,78+17,74+33,68+47,84+25,88+68,42+83,44+64,47+47,26+27,54+87,75+68,80+66,45+75,74+26,62+70,63+47,86+62,82+28,63+73,23+27,42+71,25+71
68+14	64+43,72+52,62+61,83+54,54+28,83+35,17+77,75+66,25+87,78+12,56+55,36+35,17+47,17+63,30+67,25+88,36+13,57+50,61+77,56+62,81+12,87+60,27+22,33+71,82+67,52+54,37+28,54+76,34+38,60+51,56+18,26+17
17+82	75+28,36+84,72+33,44+48,31+61,88+10,63+68,75+72,40+77,70+27,68+82,85+57,78+13,37+73,53+58,86+37,38+71,42+57,76+45,48+75,51+51,51+54,57+50,34+47,24+58,24+46,75+43,83+11,71+28,86+48,74+54,24+47
61+37	75+68,32+67,62+44,32+71,48+32,87+13,41+80,77+82,38+12,54+84,67+65,28+66,73+43,42+53,45+35,30+88,11+85,75+88,74+53,35+54,64+57,51+47,43+70,58+13,16+88,17+33,75+71,71+23,60+71,77+37,81+22,66+40
70+50	67+53,46+86,80+83,57+27,74+55,50+82,25+73,28+88,78+87,57+45,84+56,55+17,72+67,83+70,33+17,45+81,77+16,82+21,77+61,32+48,45+61,65+75,65+53,68+60,60+46,52+84,42+60,84+85,38+38,74+16,14+35,25+81
17+68	54+86,45+15,26+25,83+40,73+25,58+23,26+16,83+68,63+37,86+20,76+24,31+60,15+82,67+48,35+38,40+67,58+60,57+22,64+44,81+26,88+77,43+54,24+35,30+77,48+35,87+80,53+57,61+56,56+67,67+31,43+58,88+75
73+31	82+12,43+48,66+15,34+55,57+65,76+38,44+15,77+55,34+77,58+44,56+15,72+68,70+27,64+55,74+46,65+88,76+78,23+81,60+53,13+86,25+84,27+55,84+77,77+74,85+38,77+43,45+35,45+60,72+63,74+44,81+66,26+18
44+71	88+68,28+85,62+50,64+40,55+56,48+18,18+68,33+57,51+66,27+78,37+25,43+73,53+16,50+53,20+81,77+71,68+70,51+57,36+66,16+33,27+64,63+44,80+75,35+35,22+85,88+56,18+80,66+31,36+78,56+62,78+28,82+28
35+48	16+54,88+50,42+70,72+55,58+71,45+68,21+38,84+32,84+26,68+26,26+88,16+73,78+30,30+63,73+72,84+83,26+26,18+35,68+58,58+23,62+68,37+28,24+85,77+67,84+23,73+63,66+18,73+85,82+77,50+45,63+33,45+71
67+66	87+55,66+66,23+68,60+58,73+56,26+27,18+45,47+51,87+35,77+62,76+27,74+41,75+26,61+81,46+38,28+70,45+37,74+84,25+88,68+32,51+65,38+53,35+48,64+17,60+57,73+37,86+50,34+15,83+73,48+33,65+71,76+48
68+68	77+86,53+62,63+71,13+84,76+27,17+72,67+36,58+43,78+16,48+47,37+12,73+88,51+42,47+81,16+56,75+47,45+25,17+76,18+68,72+56,34+38,37+26,14+48,46+61,52+83,38+45,63+51,51+57,60+86,57+26,68+12,80+48
75+73	23+76,53+67,71+51,62+86,67+54,62+58,37+63,37+48,50+74,57+50,51+76,45+35,83+36,37+86,37+26,55+83,77+41,62+60,12+83,54+46,66+76,52+71,77+40,13+57,70+67,13+28,43+78,37+17,65+77,61+32,26+58,85+40
66+37	87+26,62+64,27+25,65+43,77+12,73+62,38+41,23+37,73+33,70+40,14+82,58+75,47+67,85+83,44+87,86+54,45+77,70+21,78+53,64+83,80+12,52+50,32+78,87+48,28+15,50+61,31+65,83+71,63+42,63+66,73+47,83+64
60+78	44+55,37+33,67+24,34+15,15+67,78+58,74+72,81+70,38+66,51+58,77+61,88+30,53+16,68+11,55+41,31+81,48+87,85+42,60+47,66+81,48+11,78+57,66+18,12+83,73+77,24+75,53+38,78+17,63+80,34+85,84+70,68+83
88+67	60+32,87+64,62+68,87+77,82+22,18+51,37+56,82+85,17+33,58+51,24+47,42+51,68+40,20+84,18+43,30+73,80+83,34+64,60+77,18+36,83+72,82+47,74+32,20+76,48+42,88+80,41+48,86+51,70+70,30+68,22+87,64+34
74+60	77+54,83+68,60+55,24+35,31+38,81+71,60+60,30+72,61+41,48+22,81+10,14+87,71+61,78+86,85+12,42+80,36+63,87+74,83+28,86+22,62+63,46+24,64+67,65+84,70+72,55+70,55+41,45+71,88+21,60+88,54+52,47+32
44+86	80+41,55+42,36+73,72+31,57+83,86+74,20+80,63+44,57+87,48+33,36+76,24+77,24+26,62+32,23+72,37+71,38+58,60+44,58+82,68+13,66+23,34+67,73+37,77+78,82+76,62+36,28+34,47+75,32+68,55+65,47+53,54+38
75+24	61+40,67+50,85+64,85+40,17+12,30+68,23+73,71+72,27+43,73+32,37+34,45+24,53+87,53+50,47+23,33+62,20+80,71+77,47+78,63+34,82+34,33+16,46+45,21+87,47+73,87+52,44+53,44+83,88+75,58+25,38+65,87+31
71+23	63+18,15+83,60+84,77+75,27+64,60+64,84+63,70+44,10+87,58+64,86+44,78+21,60+74,46+81,67+86,34+45,46+16,85+78,72+64,71+76,26+44,53+45,18+62,74+65,66+56,18+75,26+86,65+42,60+32,84+35,24+18,82+87
80+68	16+18,88+82,47+43,24+48,87+41,68+57,64+27,70+27,35+36,47+75,67+71,47+54,64+33,68+61,34+37,27+55,74+70,87+88,78+38,41+51,14+38,13+27,45+44,42+82,68+41,68+80,16+81,82+30,88+58,84+21,87+73,63+66
32+77	56+73,82+43,42+28,64+38,71+20,15+87,37+38,64+60,54+38,83+31,63+36,47+44,40+58,27+17,47+88,25+44,77+34,11+88,55+47,75+78,67+72,17+80,23+72,43+47,58+65,27+45,72+40,62+50,65+50,61+82,33+65,83+56
85+60	80+64,86+16,81+31,56+56,54+75,28+25,34+82,56+57,83+48,81+63,16+67,36+54,88+43,56+77,31+58,70+65,45+14,86+66,56+28,77+18,23+84,36+58,46+24,88+13,28+47,64+68,28+46,78+15,54+66,55+27,80+44,37+14
88+85	86+17,78+27,23+36,51+87,41+76,77+84,47+28,35+57,67+85,87+54,42+80,21+74,15+27,56+83,55+65,67+86,82+86,72+51,28+44,85+33,55+14,21+86,17+27,52+64,84+41,52+51,86+15,85+15,46+37,61+43,70+75,85+52
58+78	40+80,83+72,74+56,32+74,77+53,37+70,31+75,84+27,63+71,74+53,54+73,65+78,16+44,72+50,50+78,46+45,27+26,27+12,26+82,16+77,48+81,71+81,80+68,87+11,60+80,82+75,25+73,73+18,26+45,70+48,62+45,37+28
82+65	52+17,71+51,23+56,75+67,65+15,56+33,21+71,27+55,30+66,83+85,85+15,68+12,23+28,37+84,78+55,21+77,27+42,77+66,82+43,13+87,73+43,57+16,28+73,25+26,33+61,26+16,78+45,77+43,58+23,65+71,18+48,56+44
18+14	76+51,73+18,12+78,82+55,16+38,61+75,53+46,24+80,18+44,57+58,18+81,58+83,80+44,70+30,71+51,88+18,62+66,24+82,80+36,45+36,75+22,75+26,62+46,36+45,78+57,83+65,16+14,87+28,43+76,81+14,35+58,64+76
84+45	54+72,64+18,61+41,63+83,36+13,44+45,53+63,50+75,38+15,67+45,64+66,54+64,26+34,72+43,63+62,28+58,44+70,86+76,52+44,87+86,65+67,31+64,72+38,54+54,68+64,38+34,66+84,74+73,88+10,61+70,70+76,53+55
36+18	48+53,88+88,24+57,80+37,62+17,34+27,68+88,68+40,71+23,47+45,18+82,57+38,25+88,47+52,84+71,66+31,83+58,17+35,77+16,44+36,77+33,60+71,46+45,42+81,45+37,66+64,70+23,76+87,37+87,66+40,77+58,65+47
47+64	52+18,44+36,76+35,75+63,57+58,68+54,47+37,58+14,43+73,84+51,35+82,86+23,43+83,52+27,67+58,33+62,66+60,42+56,75+51,25+37,35+77,48+82,13+46,70+61,45+65,23+26,84+81,82+21,84+74,83+40,37+48,50+48
75+51	38+51,53+45,26+34,15+37,17+54,41+18,86+67,53+62,73+16,78+70,23+56,47+77,42+56,18+63,71+67,70+20,25+56,60+42,33+46,15+67,25+86,55+62,47+54,43+71,73+44,63+68,65+78,48+57,25+55,46+57,85+45,24+18
74+55	87+74,15+47,88+21,15+14,33+86,88+64,25+76,60+55,13+76,60+64,47+51,85+50,46+60,16+33,82+68,28+78,27+32,65+37,72+83,14+16,48+28,51+81,24+76,38+41,45+86,66+66,34+35,73+60,21+72,17+12,75+20,71+87
12+27	75+62,26+44,78+13,61+73,57+55,44+72,81+77,58+28,62+32,65+14,77+14,51+68,68+31,18+25,85+56,82+66,63+71,82+30,65+74,35+76,84+17,33+75,57+65,85+43,45+28,86+44,87+70,55+26,66+68,70+46,72+40,66+23
47+22	22+84,45+25,32+72,14+17,78+40,20+86,55+72,54+81,44+36,71+64,36+65,50+44,62+30,58+81,25+78,35+66,68+64,54+45,57+38,62+40,47+28,87+16,25+86,75+34,62+86,15+45,60+37,25+71,70+70,36+73,48+62,28+83
48+82	68+54,10+80,80+23,84+83,31+65,84+36,67+86,27+18,43+68,73+76,50+55,18+86,16+44,55+41,33+47,58+23,41+82,78+15,57+85,21+18,68+13,76+45,87+82,75+35,51+61,47+47,61+70,78+64,67+73,47+87,72+35,46+55
35+14	51+86,65+50,67+52,56+54,78+44,68+72,48+83,17+45,21+75,21+70,84+47,46+23,50+55,62+64,56+70,68+35,38+83,34+28,88+48,38+68,42+87,72+65,15+56,53+44,37+61,28+70,87+28,13+16,43+50,27+77,40+57,28+81
71+24	47+87,64+72,63+81,16+44,74+81,38+83,24+15,22+88,73+27,37+33,66+15,61+64,37+78,65+70,16+88,47+88,25+70,30+85,46+45,64+44,76+37,88+21,66+27,87+52,30+78,67+84,30+64,11+58,17+16,23+73,37+55,30+68
86+83	14+78,85+75,66+13,83+84,75+21,85+14,70+31,27+14,60+40,18+22,35+88,60+44,58+56,65+41,36+53,38+52,27+48,17+75,74+71,87+26,55+57,64+75,42+58,11+82,86+20,36+13,43+27,53+28,61+33,85+38,54+37,78+57
24+86	25+38,61+86,72+18,28+52,37+58,58+45,23+38,12+17,54+83,50+47,62+27,25+71,58+75,88+41,55+86,73+52,47+63,55+80,57+70,35+85,68+88,80+71,53+88,52+82,41+38,26+65,54+82,70+41,57+58,67+70,26+48,26+38
48+26	46+77,24+57,80+65,61+84,18+86,16+44,61+54,54+16,35+88,85+12,64+55,65+82,28+57,75+88,66+42,57+63,62+64,66+32,56+47,74+30,41+48,55+73,18+51,32+86,51+76,66+86,50+67,37+71,11+81,43+75,47+87,70+73
74+37	24+75,72+54,35+67,24+70,57+52,11+81,14+45,84+17,56+55,40+84,34+58,68+37,72+52,63+70,18+26,16+87,82+85,58+11,78+32,27+12,51+47,36+72,78+66,30+64,64+46,84+40,47+86,78+33,43+73,45+82,70+41,83+73
80+64	72+35,14+28,88+67,83+33,51+28,28+68,50+70,37+47,85+62,54+83,51+55,75+15,88+23,28+17,38+16,81+26,24+16,38+18,85+23,85+16,34+56,61+84,72+47,36+66,65+66,88+76,68+16,33+61,68+78,85+86,17+46,52+74
34+68	17+34,37+61,53+70,36+56,51+53,82+76,27+71,55+60,67+60,50+73,52+38,73+86,50+54,48+24,75+34,33+72,77+28,78+75,45+85,57+41,53+56,50+55,21+76,60+66,15+67,50+80,80+85,26+25,71+51,25+35,20+80,76+55
50+43	17+12,46+67,38+85,46+58,73+42,48+74,17+42,15+54,72+40,41+85,70+32,65+64,28+55,33+88,80+43,46+55,81+10,17+54,45+76,88+13,37+56,62+71,65+34,53+74,54+48,22+86,41+58,85+15,82+60,16+65,38+28,74+51
50+53	17+57,65+58,23+75,60+41,56+36,67+86,83+41,18+61,84+75,76+67,72+74,87+36,34+47,44+61,46+35,16+28,16+54,76+53,85+40,56+44,73+63,46+45,85+56,57+55,27+36,82+87,85+62,77+36,12+38,35+64,85+67,60+52
88+47	77+26,64+47,55+86,46+87,78+80,46+37,61+52,62+64,86+75,58+40,15+55,34+66,35+28,65+45,74+46,44+55,72+44,36+38,11+80,36+81,58+61,76+51,85+85,83+11,37+73,62+72,63+46,36+55,80+86,72+40,66+56,56+77
68+56	24+37,27+14,27+65,80+72,64+50,85+53,47+28,87+77,54+42,65+71,86+72,51+44,71+48,28+31,73+25,22+85,38+18,34+64,65+60,42+71,71+65,80+37,54+72,16+82,53+36,35+67,58+25,68+80,26+70,74+38,31+66,17+35
66+41	37+54,85+63,11+86,34+75,77+41,36+24,72+71,33+26,40+60,65+42,26+33,55+78,51+58,14+58,11+48,47+42,73+30,85+28,58+68,16+54,53+74,64+58,32+80,75+25,61+80,74+38,77+24,80+74,45+50,76+43,46+35,56+78
45+15	16+44,63+82,56+87,76+15,36+45,68+84,42+74,37+56,23+84,73+18,86+17,37+17,72+67,58+88,84+76,28+87,65+45,75+74,25+28,47+24,51+80,68+86,76+51,82+65,25+66,28+64,72+20,87+25,56+57,72+30,88+84,76+18
88+25	68+55,72+52,16+77,60+67,24+47,80+27,70+73,38+83,50+44,63+83,73+30,85+66,33+76,45+25,40+68,55+27,67+75,84+86,27+82,16+37,87+54,41+66,51+52,78+86,13+38,27+52,87+65,55+84,88+37,28+24,40+85,45+34
86+88	43+84,83+45,36+64,51+63,77+41,35+56,75+76,14+26,64+41,56+54,36+65,25+82,54+15,50+88,57+44,81+26,64+85,82+58,21+83,26+28,34+46,87+68,88+83,75+45,18+85,38+28,54+82,48+14,40+88,86+56,68+66,17+32
54+60	52+76,17+83,84+64,12+88,33+80,28+12,75+66,27+15,77+54,61+51,73+40,61+35,31+87,88+28,81+65,54+85,25+16,65+30,82+27,32+74,56+45,37+82,25+45,65+74,75+47,86+18,20+71,85+24,65+81,51+73,63+84,85+82
50+75	84+44,87+66,74+80,28+81,54+64,87+62,64+75,61+18,38+38,14+18,12+68,31+68,82+35,17+32,51+85,87+25,73+62,25+28,85+41,86+60,32+88,27+63,17+52,83+77,78+45,61+32,81+16,33+65,76+85,30+62,18+67,18+75
20+77	81+78,75+23,18+43,36+15,37+63,42+47,77+24,13+58,58+50,15+38,74+17,32+84,44+87,45+16,13+85,32+48,67+76,14+16,18+87,44+70,55+76,25+34,68+82,18+16,86+77,82+88,46+13,81+14,54+66,31+71,16+84,85+27
53+48	28+32,48+46,17+45,36+74,75+62,18+32,77+17,45+85,83+20,84+14,30+85,55+66,23+78,73+86,43+46,66+50,61+28,85+52,85+72,43+53,70+30,40+80,25+16,46+53,44+36,58+81,36+62,24+78,21+82,32+88,53+84,33+36
73+17	85+15,53+76,37+65,66+25,61+74,76+40,32+17,66+87,61+30,45+83,34+86,80+36,61+43,48+82,88+17,16+34,75+80,57+35,73+78,31+66,32+28,35+46,87+27,85+14,14+47,76+53,17+26,53+63,54+60,72+87,38+63,36+62
78+83	44+17,27+12,45+16,64+43,41+74,16+86,77+15,72+28,16+68,34+18,70+68,47+78,78+74,35+78,88+38,38+28,14+48,53+43,24+68,61+18,66+61,58+71,73+23,80+28,57+51,43+64,84+22,86+52,16+55,43+82,32+57,81+23
36+64	50+66,73+80,40+73,18+14,43+70,27+81,25+15,28+48,81+22,24+78,83+50,76+88,35+24,70+61,34+67,57+12,40+51,60+87,87+13,76+80,75+48,74+71,52+88,70+67,11+58,41+60,80+52,54+71,60+37,61+58,14+28,75+42
81+71	76+63,28+72,18+27,44+48,80+88,63+53,56+43,38+82,70+61,45+82,63+63,62+32,63+64,16+56,84+45,81+75,84+87,68+13,78+25,83+20,68+36,50+63,47+36,45+86,63+73,35+45,18+83,66+43,80+77,72+76,18+52,80+10
55+58	45+65,64+82,54+15,66+13,68+42,38+70,45+73,63+35,23+18,74+62,65+72,15+86,86+41,78+82,85+50,67+52,63+73,87+62,44+45,71+38,70+44,41+53,87+20,33+38,58+83,78+72,27+53,14+58,26+65,26+74,71+41,57+65
70+78	28+64,77+71,46+83,66+68,27+78,15+38,34+38,84+88,13+87,51+54,83+27,17+73,24+88,72+73,44+83,42+74,55+43,74+52,68+32,53+28,41+73,72+35,74+71,17+77,67+82,74+33,37+45,16+53,86+14,63+76,17+62,48+25
24+56	14+75,87+14,73+46,77+55,78+60,67+40,28+16,85+86,36+62,70+30,35+55,28+38,12+88,57+60,81+21,32+77,87+86,78+85,64+70,84+40,54+36,25+28,84+80,68+18,22+86,48+55,18+84,61+87,53+81,37+16,71+56,74+42
82+74	85+48,65+25,32+68,43+56,61+81,22+70,15+56,83+25,50+80,83+34,56+82,52+41,27+35,87+60,45+83,20+77,28+62,57+70,51+82,41+75,72+81,61+30,38+47,68+67,75+36,83+61,27+76,14+66,73+65,54+42,75+84,37+71
